GUID,Welt (codiert),Welt (uncodiert),Europa Smaragd,Europa (codiert),Europa (uncodiert),Schweiz (codiert),Schweiz (uncodiert),Schweiz Kriterien,Bemerkungen
F88B465B-D47E-4485-B0BD-24FD4EBFAEAE,,,,,,LC,nicht gefährdet,,
F88CC6BD-635C-4DA2-A531-61FB3305EA35,,,,,,VU,verletzlich,D2,
F8A790AC-7559-4222-96F3-58EF3C2F6F2A,,,,V,vulnerable,EN,stark gefährdet,B1ab(iv)+2ab(iv),
F8BA2EBE-194D-433D-8457-6CC0CD60D62F,,,,,,CR,vom Aussterben bedroht,A2b; B1ab(iv)+2ab(iv),letzter Fund 1979
F8C2C2AD-4E6B-4F58-9D36-2306BAF528FC,,,,,,LC,nicht gefährdet,,
F99AFE33-8107-4D91-BC0C-6A0D107FB240,,,,,,LC,nicht gefährdet,,
FA1D27AA-6B73-4D65-A65E-C9A8D6DA66C0,,,,,,VU,verletzlich,D2,
FA315687-3D22-4048-B20C-79491AA7B823,,,,,,LC,nicht gefährdet,,
FA4188D2-1948-4C35-A89D-BEB7A8593465,,,,,,LC,nicht gefährdet,,
FABCA5F7-C34E-40F5-8EFD-0615DF644497,,,,E,endangered,RE,in der Schweiz ausgestorben,,"letzter Fund 1917, Nachsuche aller Populationen erfolglos"
FAF0123C-F33E-4389-B05E-9356962A7DD7,,,,,,LC,nicht gefährdet,,
FAF7BF10-5F16-41D0-816D-611AEB9CFC99,,,,,,VU,verletzlich,D2,"möglicherweise ausgestorben, einziger Fund um 1930, Nachsuche erfolglos"
FAFA0F4E-F67C-4317-A3B8-C270BF3B97DE,,,,V,vulnerable,CR,vom Aussterben bedroht,B2ab(iv),"möglicherweise ausgestorben, letzter Fund 1915, Nachsuche mehrerer Populationen erfolglos"
FB18B4CC-C22F-46DF-AC94-EB8FF0FD62BF,,,,,,NE,nicht evaluiert,,
FB56E552-252A-40CC-8B55-5F657EF2EB99,,,,,,LC,nicht gefährdet,,
FB5AF036-E6AB-49F6-9F19-489400A2353D,,,,,,LC,nicht gefährdet,,
FB8372BB-B287-44BC-9575-8F37B8693973,,,,,,NE,nicht evaluiert,,
FB9D6996-BD09-4B1A-9EFC-839ABA2C5E0A,,,,,,LC,nicht gefährdet,,
FBD8B029-D4B5-42D9-A497-E94F06C1FAA7,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
FBF88A8F-7DBF-4955-AE93-4CB4C0CEA71A,,,,,,LC,nicht gefährdet,,
FBFAB15D-3628-4DB6-82E8-F26B6DF9BA81,,,,K,insufficiently known,DD,ungenügende Datengrundlage,,
FC18C650-DBBA-4FE4-B909-30EE7B80C91D,,,,,,DD,ungenügende Datengrundlage,,Vorkommen in der Schweiz unsicher
FC3E982A-1CAF-4123-B11C-1B33144E2D19,,,,,,VU,verletzlich,D2,abhängig vom Moorschutz
FC574AAC-BE8C-448B-B3B0-FC5F12933C17,,,,R,rare,VU,verletzlich,D2,
FC83014A-B11E-47A6-8597-1A0F8051F6F3,,,,,,LC,nicht gefährdet,,
FCBACE41-F6D7-41CE-A031-0C7A5AC89ED3,,,,,,LC,nicht gefährdet,,
FD127BC3-1483-46C3-82E0-799B7702F265,,,,,,LC,nicht gefährdet,,
FD2FFDB1-3A27-44E8-AAD3-5B71CDFC0237,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
FD6F25D9-4CFB-4C74-99C6-3D7420B102B4,,,,,,LC,nicht gefährdet,,abhängig vom Moorschutz
FD7A9862-EF84-48BD-9E2C-F3E65ECDAFA3,,,,,,DD,ungenügende Datengrundlage,,
FD89BC12-19A7-4ED5-AE03-70DC4172360A,,,,,,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
FD8CA3CA-2EA9-46FA-8EE7-01091280F0C8,,,,,,LC,nicht gefährdet,,
FDA6427E-C366-4EC0-922F-C65F798F09A2,,,,,,NE,nicht evaluiert,,
FDBC3942-2673-427D-B52E-DB7949B02EEA,,,,,,LC,nicht gefährdet,,"wird erst seit kurzem unterschieden, scheint jedoch nicht selten"
FDD7A35B-07D7-4132-9775-FDEDDCC5DEB8,,,,K,insufficiently known,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
FDD8CBFD-AF2F-400F-9723-A067A4D604EB,,,,,,VU,verletzlich,D2,abhängig vom Schutz der Trockenstandorte
FE08950B-9BBE-41AF-80B0-253264E4F96C,,,,,,LC,nicht gefährdet,,
FE73DC7A-1520-47F5-B6EC-BBDBFE603204,,,,,,VU,verletzlich,A2b; D2,
FED0FDBE-283E-48FD-BFB9-E4E902611277,,,,,,LC,nicht gefährdet,,im Mittelland selten
FEF996CE-5A93-471D-BE03-29FAD327AAC6,,,,,,LC,nicht gefährdet,,
FFCABFB4-84CA-4CD8-A190-7DEDFE95B084,,,,R,rare,VU,verletzlich,D2,
