guid,Schweiz (codiert),Schweiz (uncodiert),Bemerkungen,Remarques,Osservazioni
AE16993C-6A6A-4BAF-9079-9564960F0587,3,gefährdet,stehende und langsam fliessende Gewässer,eaux stagnantes ou faiblement courantes,acque ferme e a scorrimento lento
899F4FD5-46EA-4F95-93A2-1C8609BA418C,2,stark gefährdet,"Tümpel, oft Waldtümpel","mares, souvent de forêt","stagni, spesso nei boschi"
1C902FD0-1180-4C8D-84F7-1B29C07FD101,2,stark gefährdet,"Tümpel mit Pflanzen, Kiesgruben","mares avec végétation, carrières","stagni con vegetazione, cave di ghiaia"
09CE1C41-19A7-4CF5-A395-663963670FF4,3,gefährdet,"stehende Gewässer, Hochmoore (acidophile Art)","eaux stagnantes, espece acidophile","acque ferme, torbiere alte (specie acidofila)"
6B2548A5-7918-4751-9731-3C7143A84DAE,2,stark gefährdet,"Moore, Waldtümpel","marais, mares de forêts","torbiere, stagni di boschi"
5A703019-053D-4995-BE56-711C82B0126F,3,gefährdet,offene Quellen,sources,sorgenti a cielo aperto
1BC42AC5-9268-402B-8215-6326E564A7E9,2,stark gefährdet,"Moore, laubreiche Waldgewässer an moorigen Stellen","marais tourbeux, mares de forêts avec végétation","torbiere, specchi d'acqua nei boschi, ricchi di fogliame, in punti paludosi"
55FE2D60-CEF5-4235-BC8A-852BC6AE7991,3,gefährdet,Gebirgsbäche (kaltstenotherme Art),"eaux froides, ruisseaux de montagne",ruscelli alpini (specie criostenoterme)
CC5F018A-DAD5-4BAC-A9F9-E9E703A692C8,2,stark gefährdet,kalte Kleingewässer in Quellnähe,souvent à proximité de sources,"acque fredde, vicino alle sorgenti"
9279C947-7E82-4A63-AF6C-5091FD02EF87,2,stark gefährdet,"kalte Tümpel, oft in Quellnähe",mares froides à proximité de sources,"stagni freddi, spesso vicino alle sorgenti"
12FB6E49-1776-4861-942A-3A00F16E857F,3,gefährdet,"klare und kalte Gewässer, Bäche an ruhigen Stellen",eaux froides et claires,"acque chiare e fredde, ruscelli in punti con acque tranquille"
E7138FC1-52A5-4DB2-AB33-A805DAB4A73A,4,potentiell gefährdet,Waldtümpel mit viel Laub,mares de forêts à fond de feuilles mortes,stagni dei boschi con molto fogliame
4508C3C3-F453-4610-AD91-C9A72B720CAE,2,stark gefährdet,"Moore, Gewässer",marais,"torbiere, corpi d'acqua"
88D0C327-5CCF-4324-BAAD-0CC9C1141A18,2,stark gefährdet,Laubwaldtümpel (acidophile Art),"mares de forêts à fond de feuilles mortes, espèce acidophile",stagni in boschi di latifoglie (specie acidofila)
74E47D96-98F5-4BB9-BC10-2CF4DF035676,3,gefährdet,"kleine stehende Gewässer, alpine Tümpel","eaux stagnantes, mares de montagne","piccoli specchi d'acqua, pozze alpine"
054E37B6-AF91-48DB-BC1D-1F890FD246C4,3,gefährdet,"alpine Gewässer, Schmelzwassertümpel","mares élevées, alimentées par la fonte des neiges","pozze alpine, pozze formate dallo scioglimento delle nevi"
746C6FCE-2BBB-414E-8350-D07B4A58098B,3,gefährdet,"Hochmoore, Torfstiche",tourbières,"torbiere alte, cave di torba"
14B4CDAC-EBB4-4DBA-AF01-B60710B0E0C5,2,stark gefährdet,offene Quellen,sources,sorgenti a cielo aperto
834E51C2-75A6-45CD-9AEF-224929702D29,3,gefährdet,"Tümpel, Moore (montane Art)","mares, marais, espèce de montagne","stagni, torbiere (specie montana)"
07EC08CE-E387-4F28-A640-BCFAD8898AA0,3,gefährdet,"Tümpel, stehende Gewässer mit Vegetation","mares, eaux stagnantes avec végétation","stagni, acque ferme con vegetazione"
58BDCEF0-A8A1-490C-A65B-423577C08075,2,stark gefährdet,"Hochmoore, Waldtümpel mit Laub","tourbières, mares de forêts à fonds de feuilles mortes","torbiere alte, stagni dei boschi con fogliame"
2FC955DB-065F-4BE1-BC94-8CCB32CE6BF5,3,gefährdet,"Hochmoore, Tümpel mit Vegetation",eaux stagnantes,"torbiere alte, stagni con vegetazione"
121BD9A1-A72B-47B1-B892-7A1541C6F7C4,4,potentiell gefährdet,stehende Gewässer,"grandes mares, lacs à fond sablonneux",acque ferme
82039B80-DD60-489F-88B8-29CACBE93554,1,vom Aussterben bedroht,"grosse Tümpel, Seen mit sandigem Boden",mares à végétation,"grandi stagni, laghi con fondo sabbioso"
6035E397-3CF3-44D9-B8DD-2231AD33E27E,2,stark gefährdet,Tümpel mit Vegetation,"marais, mares",stagni con vegetazione
A4834B0A-AB40-4252-B5C6-D8B7F15AE006,2,stark gefährdet,"Hochmoore, Torfstiche",tourbières,"torbiere alte, cave di torba"
D67FBB1C-34C4-4C5B-9B93-684E5113554E,2,stark gefährdet,Hochmoore (boreoalpine Art),"tourbières, espèce boréo-alpine",torbiere alte (specie boreoalpina)
22171DBC-F5B4-4AD7-811C-6ABB9D2A22A8,3,gefährdet,"Seeufer, klare und mit Pflanzen bewachsene Tümpel","bords de lacs, mares à eaux claires et à végétation","rive di laghi, stagni chiari con vegetazione"
2F71E6FF-D84C-4348-8316-DC7A00B031FF,2,stark gefährdet,Moore,marais,torbiere
7643D151-7F08-41E2-A8B6-126CA39FC06B,2,stark gefährdet,"ruhige Gewässer, Moore",eaux stagnantes,"acque tranquille, torbiere"
E191ED3B-8731-46C8-B059-1CAC1A8580F0,4,potentiell gefährdet,"Moore, Tümpel","mares, étangs","torbiere, stagni"
42B795BA-0F5D-4427-BBF5-AAFB002B79DC,2,stark gefährdet,Bergseen und Bäche mit sandigem Boden,lacs de montagne et ruisseaux à fond sablonneux,laghi di montagna e ruscelli con fondo sabbioso
9C0CE31D-7033-46CB-AE68-AEECE4B90565,3,gefährdet,stehende Gewässer mit wenig Vegetation,"eaux stagnantes ou à courant faible, fond de gravier",acque ferme con poca vegetazione
BA97F139-8499-4D13-B8DC-6B2882720C83,3,gefährdet,"grössere Tümpel, Seen mit wenig Vegetation","grandes mares, lacs","grandi stagni, laghi con poca vegetazione"
3336BCEF-EF09-4D66-93AA-743282206541,1,vom Aussterben bedroht,oligotrophe Seen und Bäche,lacs et ruisseaux de montagne,laghi e ruscelli oligotrofi
9A37DC6C-BB01-44AF-AC76-3A365EB758D2,3,gefährdet,Gebirgsbäche an ruhigen Stellen,ruisseaux de montagne aux endroits tranquilles,ruscelli di montagna in punti con acque tranquille
59D3FF36-3007-4244-969C-34345D92DBFB,3,gefährdet,Gebirgsbäche,ruisseaux de montagne,ruscelli di montagna
59C17F88-DBB9-4B13-9275-BDE4381DEFB9,2,stark gefährdet,schattige Tümpel mit Pflanzen,mares ombragées avec végétation,stagni ombreggiati con vegetazione
A6C98ADD-A675-4C78-9990-D12FAE60E55E,2,stark gefährdet,Tümpel,mares,stagni
5709EC88-53F2-418B-8E74-C57FC4629DBF,3,gefährdet,Tümpel mit dichter Vegetation,mares avec végétation dense,stagni con vegetazione densa
24A7BA08-21B4-40E1-B58F-EDC866F0873F,3,gefährdet,Moore mit üppiger Vegetation,marais avec végétation très dense,torbiere con ricca vegetazione
099F2E64-3F3C-456D-B649-A78CF4A0ECCC,2,stark gefährdet,"Tümpel mit Pflanzen, Überschwemmungsflächen",mares avec végétation et mares temporaires,"stagni con vegetazione, superfici inondate"
06C1E446-1543-4D55-9C8B-27A7DEB6C499,4,potentiell gefährdet,"Kiesgruben, langsam fliessende Gewässer mit Kiesgrund",gravières et eaux faiblement courantes à fond de sable,"cave di ghiaia, corsi d'acqua a corrente lenta con fondo ghiaioso"
F6C4D46F-FD01-4869-A4CE-58E68E394C8E,2,stark gefährdet,"Rand von Bächen, oft im Strömungsbereich",bords de ruisseaux,"bordi di ruscelli, spesso nella corrente"
BC03B028-5B5F-4005-8DB9-D87F6028675E,3,gefährdet,Wald- und Moortümpel,"mares de forêts, étangs",stagni di boschi e di torbiere
A46B0FF6-C3BB-4CE4-8C58-1ADB2345CABF,3,gefährdet,Gewässer mit Kiesgrund,mares à fond de gravier,acque con fondo ghiaioso
0A2CFFBD-DC09-47CB-A788-1421C753A597,2,stark gefährdet,Ufer von Bächen und Gräben,bords de ruisseaux et de fossés,rive di ruscelli e fossati
9AB34F7B-AEC1-4FFF-842E-75BDA9DC8428,2,stark gefährdet,langsame Fliessgewässer,eaux faiblement courantes,corsi d'acqua a corrente lenta
BA7CC1DF-C758-478B-80F2-C3204AF15286,2,stark gefährdet,Teiche mit Schilf,étangs à Phragmites,stagni con canneti
B750AC86-BC68-4559-AE57-6867488B4F4F,2,stark gefährdet,"grosse Tümpel, fliessende Gewässer","grosses mares, eaux courantes","grandi stagni, corsi d'acqua"
22C0FAF1-6875-44F3-B1EA-4B73F0E534C2,4,potentiell gefährdet,Gewässer mit Schilf,étangs à roselière,specchi e corsi d'acqua con canneti
8F605414-E0CE-4121-955C-7D0848B9BEC5,3,gefährdet,stille Buchten von Weihern,"étangs, aux endroits tranquilles",insenature tranquille di stagni
83F7D910-C067-406A-A21B-71024DC5764A,3,gefährdet,"stehende Gewässer, Tümpel","mares, eaux stagnantes","specchi d'acqua, stagni"
77066D35-B1DB-4926-A98A-27E3FE7BB510,2,stark gefährdet,"v.a. Moorgewässer, Tümpel","mares, marais","soprattutto acque di torbiere, stagni"
7EC14718-15A0-4BC9-BDE7-3856AF39F6F3,2,stark gefährdet,Tümpel mit Schilf,étangs à Phragmites,stagni con canneti
C3CEA633-0A66-47FB-987A-580177CF92CC,3,gefährdet,Gewässer mit Schilf,étangs à roselière,corsi e specchi d'acqua con canneti
C5A550A3-DFD3-421F-A2C7-73320A9AF04F,2,stark gefährdet,,mares à eaux claires,
5BB33DA0-F557-4BCD-872F-6CF97F2B4CA8,4,potentiell gefährdet,wärmebegunstigte Laubwälder,forêts de feuillus bénéficiant de chaleur,boschi di latifoglie termofili
E5F5F59B-8172-4769-A3BE-FA33B362C0DE,4,potentiell gefährdet,,,
984DEC30-BF84-49F5-9BF4-2171B8807A98,3,gefährdet,"naturnahe, schattige Bachufer","rives ombragées, naturelles de cours d'eau",rive naturalie ombreggiate dei ruscelli
EF865285-B03D-4243-B409-59D2FC1B9223,3,gefährdet,Gewässer mit Süsswasserschwämmen,cours d'eau avec boues d'eau douce,corpi d'acqua con spugne d'acqua dolce
3E278DD8-6A2B-49C7-9826-1610BD9DC9C5,3,gefährdet,Gewässer mit Süsswasserschwämmen,cours d'eau avec boues d'eau douce,corpi d'acqua con spugne d'acqua dolce
70F13A98-59C1-49A2-8B2E-027FB052E183,2,stark gefährdet,"alte Hecken, Obstgärten","vieilles haies, vergers","vecchie siepi, frutteti"
5126EFBF-217F-44AC-9A95-CCB66559A31E,4,potentiell gefährdet,,,
BDF7AA72-2590-47B0-83ED-228012F49E81,3,gefährdet,Auenwald unter 300 m ü.M.,forêts alluviales en-dessous de 300 m,boschi alluvionali sotto i 300 m s.m.
196889F0-5560-46E2-9E16-6527C304DCD7,4,potentiell gefährdet,,,
FC0931F7-AC23-43FB-9785-431CD2773814,4,potentiell gefährdet,,,
63BD8A3D-BD08-4673-BC2E-715AFA8B4EC7,3,gefährdet,,,
74A5CC24-653A-4116-9F7E-FA2B27280AF1,3,gefährdet,"Flaumeichen TI, VS","chênes pubescents TI, VS","boschi di Roverella TI, VS"
2F5F87FC-0D2B-4103-86B0-CEA9E9C5085F,3,gefährdet,Pfynwald VS,Bois de Finges VS,Pfynwald VS
FC2B8C55-55D0-406D-BF1E-0A6E7894856F,2,stark gefährdet,Flaumeichen VS,chênes pubescents VS,boschi di Roverella VS
A16E7FF7-093B-4ECA-A9FC-0816287F892B,1,vom Aussterben bedroht,nur Südtessin,seulement au sud du TI,solo Ticino meridionale
382A1958-B612-4C09-B5CD-12CCD38B894C,3,gefährdet,Flaumeichen Tl,chênes pubescents TI,boschi di Roverella TI
33994BB8-8CC1-44E6-892E-D778C6745DA5,4,potentiell gefährdet,nur TI,seulement au TI,solo TI
D6FEA04B-4A50-453D-9D21-D189D1CB163A,4,potentiell gefährdet,sonnige Waldränder,lisières de forêts ensoleillées,bordi soleggiati di boschi
09C4847A-AE2D-4A98-99A1-141A0161A4D3,2,stark gefährdet,Felsenheide VS,lande des rochers VS,brughiere su roccia VS
BDCD6F62-B4C1-4875-AB88-320649DAFFB4,1,vom Aussterben bedroht,Kastanienmulm TI,bois pourri de châtaigner TI,marciume del castagno TI
E23FD347-9BC1-40DD-A2A0-337002B29CAE,3,gefährdet,,,
880DDC2F-BF9E-491A-8D05-7F117625026C,2,stark gefährdet,,,
F9B73F63-7F99-4DBA-9EF0-C2CDCA043E6C,3,gefährdet,"Trockenrasen, fehlt TI","prés secs, manque au TI","prati secchi, manca nel TI"
BA3B8E2F-FA30-4AC4-953B-7E6D6A29A17B,2,stark gefährdet,"Trockenrasen, fehlt TI","prés secs, manque au TI","prati secchi, manca nel TI"
A1FFA18E-A37E-4ED4-BF0C-7DEE59BE046D,3,gefährdet,trockenwarme Standorte,milieux xérothermes,siti asciutti e caldi
9D46BA6F-9FFB-44AF-8C2D-40CC701E98A0,3,gefährdet,,,
88A51C21-3204-4AB4-BDEF-4139FE178D8B,3,gefährdet,,,
E911252D-B5EE-4ADC-9DDB-BF4069B03F37,2,stark gefährdet,Feuchtbiotope,milieux humides,zone umide
C2292C64-74AD-4AD1-B8F2-775B6BC77DDC,3,gefährdet,,,
8B2A3AC2-6C50-4A10-BDE3-2085DBA71BCD,1,vom Aussterben bedroht,trockenwarme Standorte,milieux xérothermes,siti asciutti e caldi
AA0F321D-16C7-4494-B8B5-4C1DFA4212F7,3,gefährdet,,,
696DA701-46C9-462E-B1ED-A61AA5E2EF82,3,gefährdet,,,
3A113509-CB32-4AB3-BFC9-29283B41F3A4,3,gefährdet,,,
CA92DB8A-068D-49CA-9AD2-ECB5E600B693,3,gefährdet,,,
0A37B2EB-A454-427D-897D-5B4E5B4FF9F2,3,gefährdet,,,
0C790DA1-537B-446F-AED5-068091A020A6,3,gefährdet,"nur TI, Feuchtbiotope","seulement TI, milieux humides","solo TI, zone umide"
CB90A80D-525A-4642-B628-582C89144B97,1,vom Aussterben bedroht,"nur S-Tl, xerotherm","seulement S du TI, milieux xérothermes","solo TI merid., siti xerotermi"
1E3618EF-CFD1-4E3C-AA0D-0A9AD6FAC67D,3,gefährdet,,,
33F1651B-20DA-4F96-86EF-600A0D3DA07A,3,gefährdet,,,
0F148D63-0C1E-438F-A620-9EC64D895BDD,3,gefährdet,"nur TI, xerotherm","seulement TI, milieux xérothermes","solo TI, siti xerotermi"
4480EFF7-4301-4D9E-B1AE-34789A7E58FF,1,vom Aussterben bedroht,"nur TI, Feuchtbiotope","seulement TI, milieux humides","solo TI, zone umide"
80734767-358A-4784-ABB9-335A11F45AD2,3,gefährdet,im S nur im VS,au S seulement en VS,al S solo in VS
823653C1-ED30-4CA8-B5FE-02E4BB074D00,2,stark gefährdet,,,
6908AB26-49B3-4F1F-AD61-3A2CDB6DF042,3,gefährdet,Feuchtbiotope,milieux humides,zone umide
8B6E8E03-581A-4588-AB70-4CAA08CB989F,1,vom Aussterben bedroht,"Felsenheide VS, Churer Rheint.","garides en VS, Churer Rheintal","steppe rocciose VS, Churer Rheintal"
CF10F9A4-9A28-4F6F-8E82-5DEA62411171,1,vom Aussterben bedroht,xerotherme Getreidefelder GR,"champs de céréales xérothermes, GR",colture di cereali xeroterme GR
5EF3B1A5-16C4-4A41-9A71-A9A2140313EE,2,stark gefährdet,,,
8CAEAE76-230C-4C15-A29E-0ED6C7D568BD,1,vom Aussterben bedroht,,,
2BB6FA55-0B1E-41A0-8F61-564A58E9CF0E,3,gefährdet,,,
DD0853AB-D6B2-4CBE-AD0D-5BF768A67691,0,ausgestorben oder verschollen,"Äcker, Seeufer","champs cultivés, rives lacustres","campi coltivati, rive di laghi"
1D53A38D-DDD3-4484-B0D4-1B8A2FE4AF76,3,gefährdet,trockenwarme Standorte,milieux xérothermes,siti asciutti e caldi
CB04D18C-F6B5-46A1-B179-E4EE8089C1B1,3,gefährdet,Feuchtbiotope,milieux humides,zone umide
A8B96ABC-340E-4111-B1D8-108FBBD6D5E2,2,stark gefährdet,steinige Bach- und Seeufer,rives graveleuses de lac ou de ruisseau,rive sassose di ruscelli e laghi
D304881C-41B9-4A8A-941A-553B979161FF,3,gefährdet,"Äcker, Gärten","champs cultivés, jardins","campi coltivati, giardini"
73503721-6DE2-4E4E-9325-031168B2888D,3,gefährdet,,,
93EDCAB6-BEC1-4943-A7E7-91DB69D3E247,2,stark gefährdet,Sandige Flussufer,rives sableuses de cours d'eau,rive sabbiose di fiumi
827D397C-EBCC-4FDE-BBE6-C865549CDCE2,0,ausgestorben oder verschollen,"Schlammige Sandbänke, GE","bancs de sable avec vase, GE",banchi fangosi di sabbia GE
6E1D6640-E38B-458B-8998-7A3ECAD83CA3,0,ausgestorben oder verschollen,"Schlammige Sandbänke, GE","bancs de sable avec vase, GE",banchi fangosi di sabbia GE
1301AD3C-DAD9-443E-91AB-3B44128962B2,3,gefährdet,trockenwarme Standorte,milieux xérothermes,siti asciutti e caldi
702C77A6-C244-4315-92CC-D60AFD0DDA7C,3,gefährdet,trockenwarme Standorte,milieux xérothermes,siti asciutti e caldi
A9577518-B9F4-4EB8-8AB1-2C507C79B180,3,gefährdet,in den Alpen nicht gefährdet,dans les Alpes: non menacée,area alpina: non minacciata
119C476A-3988-490F-A562-9BBA5BB2E0D5,3,gefährdet,im VS verschollen,en VS: disparu,non più reperibile in VS
18B2213E-28D2-4585-B545-167D9C701880,3,gefährdet,,,
E3A30FF6-3F37-402B-9B31-45A3409430DF,3,gefährdet,,,
A1FB5A20-1239-4E88-B0CE-67E656319A10,2,stark gefährdet,Alluvionsflächen,zones alluviales,zone alluvionali
AB93DCFC-3CF5-4A72-B09C-41A23116B087,3,gefährdet,,,
930F7E5C-BA4C-41F3-AA1B-3FA890CC0709,3,gefährdet,,,
ED01640C-52B4-489A-A29E-30F883B3EE03,3,gefährdet,Feuchtbiotope,milieux humides,zone umide
5AC6DB23-20EF-4202-AA03-E2176688E880,1,vom Aussterben bedroht,alpine Alluvionsflächen,zones alluviales alpines,zone alluvionali alpine
30F99911-B873-47ED-8707-BB2AC0519FBB,3,gefährdet,,,
B1F6AC7B-9B0A-4D68-8E99-1626BA54526E,3,gefährdet,,,
81EB35A6-D2F4-4B2A-B2A5-96A434EF3B01,1,vom Aussterben bedroht,"sandige Kiesbänke, Alpen","bancs de sable avec gravier, Alpes","banchi sabbiosi di ghiaia, Alpi"
508F68ED-C3D5-411A-9376-7F0A91473C40,1,vom Aussterben bedroht,"Mendrisiotto, GE","Mendrisiotto, GE","Mendrisiotto, GE"
9A5AFCF4-7D80-4367-BAA3-0783EAB206B6,1,vom Aussterben bedroht,,,
78B50E04-A43F-4D3B-AB37-4B81C09EE333,2,stark gefährdet,trockene Biotope,milieux secs,siti asciutti
0682D8B1-4ED8-4DD4-8096-4B75FBFAEDE9,1,vom Aussterben bedroht,Felsenheide VS,garides en VS,steppe rocciose VS
09E37D90-018B-40B5-97C6-96E07AFF2D85,3,gefährdet,,,
FB759137-902D-4869-8E2C-A36F0D1B2E81,3,gefährdet,,,
97BFDB54-EA95-4513-B93A-DBB74D9215DA,3,gefährdet,,,
EEAFA2D4-E94C-43CE-983E-016307D5B5ED,0,ausgestorben oder verschollen,"Feuchtbiotope, GE","milieux humides, GE",zone umide GE
18D0585C-06B5-4A41-B3EF-BAC32659499C,3,gefährdet,,,
159317B2-279B-4126-8B1C-D43F6D159EBC,1,vom Aussterben bedroht,Sand- und Kiesflächen,zones sablonneuses et graveleuses,siti ghiaiosi e sabbiosi
132C7490-ECBC-4EC2-9B9F-FE8DF6B1D665,3,gefährdet,trockenwarme Biotope,milieux xérothermes,siti asciutti e caldi
BC3FFB9C-9735-41C3-A44C-9EDFDB03AFE1,3,gefährdet,"Stillwasser, Vegetation (kollin)","zones lentiques, végétation (étage collinéen)","acque stagnanti, vegetazione (zona collinare)"
C74C17CA-C03F-4FC4-B445-53AF0C1E0C2A,4,potentiell gefährdet,Stillwasser,zones lentiques,acque stagnanti
D2AEDFDB-133D-45CD-9082-B904BF0DA59D,1,vom Aussterben bedroht,"letzter Nachweis 1947, Thur bei Nesslau","dernière donnée 1947, Thur près de Nesslau","ultimo ritrovamento 1947, Thur presso Nesslau"
B32AAFF4-2B0E-4BD9-98D9-E0B3F03DB5DE,2,stark gefährdet,"Saane, Sense","Sarine, Singine","Saane, Sense"
6E18C4ED-60C6-4F01-9689-DECB39C1BE4E,1,vom Aussterben bedroht,Thur bei Kleinandelfingen,Thur près de Kleinandelfingen,Thur presso Kleinandelfingen
EBC159A4-2AD4-43D5-AA06-71BCF499F536,4,potentiell gefährdet,"nicht auf Urgestein, kleine Voralpenbäche",pas sur substrat cristallin; ruisselets des Préalpes,non su rocce cristalline; piccoli torrenti delle Prealpi
2603FB29-14C1-443E-BCEB-CE08112858F4,1,vom Aussterben bedroht,"Quelle der Orbe, Vallorbe","source de l'Orbe, Vallorbe","sorgente del fiume Orbe, Vallorbe"
8C11DFC2-D8A2-4CF9-AC0B-D1045EBCF79F,4,potentiell gefährdet,Mittellandflüsse,rivières du Plateau,fiumi dell'Altipiano
AE837439-0476-4ED4-81F3-AC6EF8CEDD8D,4,potentiell gefährdet,Stillwasser,zones lentiques,acque stagnanti
3B75631F-B45D-4E02-8585-77BBC5839B86,4,potentiell gefährdet,Rhein,Rhin,Reno
5D044A74-4AAA-45AD-BD4A-55B51FE54620,2,stark gefährdet,"Saane, Sense","Sarine, Singine","Saane, Sense"
68E4C344-0EA6-46FE-8CE8-A441E2812EC0,3,gefährdet,"auf Urgestein, Ostschweiz",sur substrat cristallin; Suisse orientale,su rocce cristalline; Svizzera orientale
3A1EDC29-6924-4017-8FF8-FB851BDD98F9,3,gefährdet,"Stillwasser und stehende Gewässer, fehlt im Engadin",zones lentiques et eaux stagnantes; absent en Engadine,acque stagnanti e specchi d'acqua; manca in Engadina
A537679D-C57B-47C1-BC71-2F7254393269,1,vom Aussterben bedroht,Rhein bei Rheinfelden,Rhin près de Rheinfelden,Reno presso Rheinfelden
859DD66E-C0FB-49B2-819F-AF30C0CDF017,4,potentiell gefährdet,"nicht auf Urgestein, fehlt im TI und im Engadin",pas sur substrat cristallin; absent au TI et en Engadine,non su rocce cristalline; manca nel TI e in Engadina
9BE40095-1B30-42B3-B424-AF12728C88F4,3,gefährdet,Mittelland,Plateau,Altipiano
C913C070-0004-40E9-B0D6-B7FF7AFD749A,1,vom Aussterben bedroht,Saufla im Val d' Illiez,Saufla dans le Val d'llliez,Saufla nella Val d'llliez
1C6AC7D0-0721-4B50-A157-9718FF89076F,2,stark gefährdet,Stillwasser,zones lentiques,acque stagnanti
01211B14-AA06-4D80-8B9F-67D768281AF4,1,vom Aussterben bedroht,"letzter Nachweis 1910, Rhein","dernière mention 1910, Rhin","ultimo ritrovamento 1910, Reno"
990C67B3-8165-4287-A3B4-55D7AD0D40D0,1,vom Aussterben bedroht,"Rhone, Rhein","Rhône, Rhin",Rodano; Reno
73433F80-0B8A-42C5-A9B7-0293367EC8D7,2,stark gefährdet,Mittelland und Genferseebecken,Plateau et région lémanique,Altipiano e bacino del Lemano
17F38E96-0A9A-4C7B-9B26-E64246F392DA,4,potentiell gefährdet,,,
9B0D0165-547B-4BD0-970A-DCDA125E4CDB,1,vom Aussterben bedroht,Saane bei Chateau d' Oex,Sarine près de Château d' Oex,Saane presso Chateau d'Oex
DE9393E4-8AB7-4EA6-93F3-1F58F95ACC7E,4,potentiell gefährdet,,,
9DE07169-9F4F-4366-ABFB-72A99A05B0EB,3,gefährdet,voralpine Bergbäche,ruisseaux des Préalpes,ruscelli montani nelle Prealpi
4F82E404-A6EE-4938-9021-FDC468CC3FBB,4,potentiell gefährdet,auf Urgestein,sur substrat cristallin,su rocce cristalline
1F68581A-3DD5-47F0-A851-F41CD21281B2,2,stark gefährdet,"Mittellandflüsse (Thur, Rhein)","rivières du Plateau (Thur, Rhin)","fiumi dell'Altipiano (Thur, Reno)"
03450B08-CC29-48EB-8781-08B3DCE04D33,4,potentiell gefährdet,grosse Bäche (kollin),grands ruisseaux (étage collinéen),grossi torrenti (zona collinare)
8E1C1FDD-7A6C-435D-B260-E70754552A74,4,potentiell gefährdet,Ostschweiz,Suisse orientale,Svizzera orientale
A7451420-9C51-45A0-AB89-E094C6CBB4CB,4,potentiell gefährdet,nicht auf Urgestein,pas sur substrat cristallin,non su rocce cristalline
2C3CDD2E-6AC8-44AE-88BC-ADA65F2C6C31,1,vom Aussterben bedroht,Gérine bei Marly,Gérine près de Marly,Gérine presso Marly
33A25850-72DC-4F1B-9EC0-23D27C91AB69,4,potentiell gefährdet,"auf Urgestein (subalpin, alpin)",sur substrat cristallin (étages subalpin et alpin),"su rocce cristalline (fascia subalpina, alpina)"
454612E6-24FE-4F4B-BD5B-4D068FA00179,4,potentiell gefährdet,auf Urgestein (alpin),sur substrat cristallin (étage alpin),su rocce cristalline (fascia alpina)
C1A3694D-E61F-4058-AF3F-04A2F58A61E8,4,potentiell gefährdet,voralpine Bergbäche,ruisseaux des Préalpes,ruscelli nelle Prealpi
4E5CFFD8-6968-4AC9-AAC7-02108808068A,4,potentiell gefährdet,,,
829BA601-4996-4167-B249-0355DFB030A8,4,potentiell gefährdet,,,
7AE215DE-1AAD-4979-A310-F57DC6B8A5C2,2,stark gefährdet,Rhein,Rhin,Reno
F3BC9EB9-2E42-4C45-B1E1-B66C49F20A1C,3,gefährdet,"fehlt im VS, TI und im Engadin","absent en VS, au TI et en Engadine","manca nel VS, nel TI e in Engadina"
BD4EFE03-2769-453A-B034-B1BAA19C4344,4,potentiell gefährdet,,,
D564142D-AD49-4D7F-8994-9F69EDD458AF,1,vom Aussterben bedroht,"Neuenburger- und Bodensee, Schilffeldränder",Lacs de Neuchâtel et de Constance; bord des roselières,laghi di Neuchâtel e di Costanza; bordi di campi con canneti
3D19BBBF-9C4B-4A19-B1AB-03F7FAFC6A92,2,stark gefährdet,"Rhein, Thur","Rhin, Thur","Reno, Thur"
A13A2C53-A9F1-43DC-982D-F245A5C0C6D8,1,vom Aussterben bedroht,"Fliessgewässer (Thur, Landon)","eaux courantes (Thur, Landon)","corsi d'acqua (Thur, Landon)"
480B76B9-E241-47E2-8595-179E576EC003,1,vom Aussterben bedroht,"letzter Nachweis 1955, Genfersee","dernière signalisation 1955, Lac Léman","ultimo ritrovamento 1955, lago Lemano"
AA71FF36-4FF4-47C9-8DFB-AB9DDDB5C10A,4,potentiell gefährdet,nicht auf Urgestein,pas sur substrat cristallin,non su rocce cristalline
BEE3A992-1A0B-4A66-AF26-531EA3A79CEA,2,stark gefährdet,"Schwarzsee, Vierwaldstättersee, Ritomsee","Lac Noir, Lac des Quatre Cantons, Lac de Ritom",Schwarzsee; Lago dei Quattro Cantoni; Lago Ritom
CB688012-1376-4365-A8CB-AFB77D8DDA33,4,potentiell gefährdet,,,
1E0755E9-FDEE-4CFE-89AC-7420FFA606E5,1,vom Aussterben bedroht,"Genferseebecken, Region Basel","région lémanique, région de Bâle","bacino del Lago Lemano, regione di Basilea"
E3CD5DC1-5192-4F3A-94FF-6F20EC9396C9,1,vom Aussterben bedroht,"Neuenburgersee bei Forel, Genfersee","Lac de Neuchâtel près de Forel, Lac Léman","Lago di Neuchâtel presso Forel, Lago Lemano"
990C62E2-41B1-487A-82BC-55022700E6ED,3,gefährdet,"Orbe, Genfersee","Orbe, Lac Léman","Orbe, Lago Lemano"
174A898F-07F6-46F4-9B72-464B4EDB7CA4,3,gefährdet,Mittellandflüsse,rivières du Plateau,fiumi dell'Altipiano
BCBFE18B-58F0-4B4C-B2BD-4D6014365F76,0,ausgestorben oder verschollen,"letzter Nachweis 1865, Zürich","dernière signalisation 1865, Zurich","ultimo ritrovamento 1865, Zurigo"
